휴양지	休养胜地
※사용 가능한 가속 아이템의 남은 시간이 치료 시간보다 긴 경우 가속 아이템을 사용하지 않습니다.	※可使用的加速道具剩余时间比治疗时间长时，将不会使用加速道具。
부상병 치료 감소 {0}% 적용 중!	减少治疗伤兵速度{0}%启用中！
부상병 치료속도 증가 {0}% 적용 중!	提高治疗伤兵速度{0}%启用中！
올인원 스페셜 패키지 판매 중	多合一特殊礼包正在出售中
[올인원 스페셜 패키지 판매 중!] 전 서버 300개 한정! 놓치지 않을 거에요~ (상점▶금주의 상품)	[多合一特殊礼包出售中]全服限定300个！不要错过~(商店▶本周商品)
[올인원 스페셜 패키지 판매 중!] 181개 남았습니다! 놓치지 마세요! (상점▶금주의 상품)	[多合一特殊礼包出售中]仅剩181个！不要错过啦！(商店▶本周商品)
[올인원 스페셜 패키지 판매 중!] 78개 남았습니다! 놓치지 마세요! (상점▶금주의 상품)	[多合一特殊礼包出售中]仅剩78个！不要错过啦！(商店▶本周商品)
[올인원 스페셜 패키지 판매 중!] 60개 남았습니다! 놓치지 마세요! (상점▶금주의 상품)	[多合一特殊礼包出售中]仅剩60个！不要错过啦！(商店▶本周商品)
[올인원 스페셜 패키지 마감 임박!] 17개 남았습니다! 마지막 기회! (상점▶금주의 상품)	[多合一特殊礼包出售中]仅剩17个！不要错过啦！(商店▶本周商品)
전 서버 300개 한정 판매 중!지금이 아니면 구매할 수 없으니 바로 확인해 보세요!(확인 방법: 상점 ▶ 금주의 상품)	全服限定出售300个！过了这村儿没这店儿，快去确认吧！(商店▶本周商品)
전 서버 78개 한정 판매 중!지금이 아니면 구매할 수 없으니 바로 확인해 보세요!(확인 방법: 상점 ▶ 금주의 상품)	全服限定出售78个！过了这村儿没这店儿，快去确认吧！(商店▶本周商品)
전 서버 17개 한정 판매 중!지금이 아니면 구매할 수 없으니 바로 확인해 보세요!(확인 방법: 상점 ▶ 금주의 상품)	全服限定出售17个！过了这村儿没这店儿，快去确认吧！(商店▶本周商品)
엄청난 혜택	惊喜福利
★지금 접속하면 행동력100 x10 지급!★아무리 많아도 지나치지 않은 금화! 금화가 무려 1400%!! 다양한 자원과 풍성한 금화를 한번에 만나보세요!(상점▶금주의 상품)	★现在登录送领主体力100个x10★金币再多也不会嫌多！140%金币！快来看看各种资源和大量金币吧！(商店▶本周商品)
★지금 접속하면 일반 선수상 상자 X1 지급!★상선 교역소에 예금을 맡기면 금화가 25% UP?! 금화 부자의 대박 찬스를 놓치지 마세요!(동상 상점)	★现在登录送普通船首像箱子x1★在商船交易所进行金币储蓄可获得25%利息？！不要错过成为金币富豪的超值机会哦！(铜像商店)
아무리 많아도 지나치지 않은 금화! 금화가 무려 1400%!! 다양한 자원과 풍성한 금화를 한번에 만나보세요!(상점▶금주의 상품)	金币再多也不会嫌多！140%金币！快来看看各种资源和大量金币吧！(商店▶本周商品)
상선 교역소에 예금을 맡기면 금화가 25% UP?! 금화 부자의 대박 찬스를 놓치지 마세요!(동상 상점)	在商船交易所进行金币储蓄可获得25%利息？！不要错过成为金币富豪的超值机会哦！(铜像商店)
★지금 접속하면 행동력100 x10 지급!★초고속 성장을 원하는 영주님!! 한번에VIP포인트 4,000 팍팍!! [프리미엄]VIP보너스 패키지가 영주님을 기다려요!(동상 상점)	★登录送领主体力100点x10★想要快速成长的领主们！可一次性获得4,000贵宾点数的[高级贵宾奖励礼包]正在等着领主您！(铜像商店)
초고속 성장을 원하는 영주님!! 한번에VIP포인트 4,000 팍팍!! [프리미엄]VIP보너스 패키지가 영주님을 기다려요!(동상 상점)	想要快速成长的领主们！可一次性获得4,000贵宾点数的[高级贵宾奖励礼包]正在等着领主您！(铜像商店)
크리스탈 럭키 큐브	水晶幸运魔方
(선수상 코인 포함) x1	(含船首像代币)x1
이벤트 기간 : 04/26 ~ 05/03 점검전	活动时间：4月26日~5月3日维护前
[누적 결제]10만원 :  크리스탈 럭키 큐브 (선수상 코인 포함) 지급! (최대 20회)	[累计充值]￥587.72：发放水晶幸运魔方(含船首像代币)！(最多20次)
금화로 구매 가능한 자원섬 이용권!전쟁과 또 다른 채집의 기쁨을 만끽하세요!	可用金币购买的资源岛使用券！尽情享受战争和另一种采集的乐趣吧！
[1회 한정] 크리스탈 럭키 큐브 15개	[限购1次]水晶幸运魔方x15个
[1회 한정] 장비 특수 능력 부여권	[限购1次]装备特殊能力赋予券
[1회 한정] 제국군 초토화 패키지	[限购1次]帝国军焦土化礼包
[1회 한정] 장비 제작 프로 패키지	[限购1次]装备制作专业礼包
[1회 한정] 자원&가속 대방출 (+300%)	[限购1次]资源&加速大放送(+300%)
[프리미엄] 크리스탈 럭키 큐브 6개	[高级]水晶幸运魔方x6个
[프리미엄] 크리스탈 럭키 큐브 25개	[高级]水晶幸运魔方x25个
[15레벨 한정] 스타트 에디션	[限定15级]新手礼包
[15레벨 한정] 신속한 모험가 에디션	[限定15级]迅速的冒险家礼包
[15레벨 한정] 강인한 모험가 에디션	[限定15级]强韧的冒险家礼包
[15레벨 한정] 부유한 모험가 에디션	[限定15级]富有的冒险家礼包
[15레벨 한정] 성장 지원 에디션	[限定15级]成长援助礼包
[주간 한정] 몬스터 사냥 에디션	[每周限定]怪物狩猎礼包
[월간 한정] 대영주의 유산 I	[每月限定]大领主的遗产 I
[월간 한정] 대영주의 유산 II	[每月限定]大领主的遗产 II
[월간 한정] 대영주의 유산 III	[每月限定]大领主的遗产 III
[영웅 특화] 이순신 패키지 I	[英雄特化]李舜臣礼包 I
[영웅 특화] 이순신 패키지 II	[英雄特化]李舜臣礼包 II
[성장 특화] 자원&가속 패키지 I	[成长特化]资源&加速礼包 I
[성장 특화] 자원&가속 패키지 II	[成长特化]资源&加速礼包 II
[사냥 특화] 행동력 패키지 I	[狩猎特化]领主体力礼包 I
[사냥 특화] 행동력 패키지 II	[狩猎特化]领主体力礼包 II
[영웅 특화] 아테나 패키지 I	[英雄特化]雅典娜礼包 I
[영웅 특화] 아테나 패키지 II	[英雄特化]雅典娜礼包 II
[스킬 특화] 보물 패키지 I	[技能特化]宝物礼包 I
[스킬 특화] 보물 패키지 II	[技能特化]宝物礼包 II
[영웅 특화] 캐서린 패키지 I	[英雄特化]凯瑟琳礼包 I
[영웅 특화] 캐서린 패키지 II	[英雄特化]凯瑟琳礼包 II
[성채 20레벨] 현명한 북쪽 여왕  : 셀레나	[城堡20级]贤明的北方女王：塞莱娜
[금화 상품] 크리스탈 럭키 큐브 4개	[金币商品]水晶幸运魔方x4个
[금화 상품] 풍족한 자원섬 이용권	[金币商品]丰足的资源岛使用券
식량 자원 특급 보너스!	粮食资源特级奖励!
목재 자원 특급 보너스!	木材资源特级奖励!
은화 자원 특급 보너스!	银币资源特级奖励!
성장형 영웅 셀레나의 영웅 조각 한정 세일!*성채 20레벨까지만 구매 가능한 스페셜 상품입니다.	成长型英雄塞莱娜的英雄碎片现价促销!*城堡20级以内购买的特殊商品。
핵심 아이템만 눌러 담은 크리스탈 럭키 큐브 판매 중!고유 선수상 은사자의 선수상 획득 기회도 차지하세요.	仅含核心道具的水晶幸运魔方正在出售中！还有银狮子固有船首像获得机会。
금화로 구매 가능한 크리스탈 럭키 큐브!봉인된 선수상 상자를 열어 특별한 선수상을 획득하세요.	可用金币购买的水晶幸运魔方！打开被封印的船首像箱子获得特别的船首像吧。
금화로 구매 가능한 자원섬 이용권!채집의 기쁨을 만끽하세요!	可用金币购买的资源岛使用券！尽情享受采集的乐趣吧！
[금화 상품] 포획 도구 사용권	[金币商品]捕获工具使用券
금화로 구매 가능한 포획 도구!베테랑 사냥꾼으로 성장하세요!	可用金币购买的捕获工具！成长为老练的猎手吧！
밸런스형 영웅 "마르코"의 영웅 조각 확정 지급!마르코를 획득하고 효율적으로 플레이하세요.	确保发放均衡型英雄"马可"的英雄碎片！获得马可并更有效地进行游戏吧。
레이드형 영웅 "파울로"의 영웅 조각 확정 지급!파울로를 획득하고 레이드 몬스터를 사냥하세요..	确保发放团队战特化英雄"保罗"的英雄碎片！获得保罗并狩猎团队战怪物吧。
방어형 영웅 "마틴"의 영웅 조각 확정 지급!하워드를 획득하고 절대 방어를 구축하세요..	确保发放防御型英雄"马丁"的英雄碎片！获得马丁并构筑绝对防御吧。
밸런스형 영웅 "살라딘"의 영웅 조각 확정 지급!살라딘을 획득하고 효율적으로 플레이하세요.	确保发放均衡型英雄"萨拉丁"的英雄碎片！获得萨拉并更有效地进行游戏吧。
교역형 영웅 "쿠잔"의 영웅 조각 확정 지급!쿠잔을 획득하고 은화를 벌어들이세요.	确保发放交易型英雄 "库赞"的英雄碎片！获得库赞并赚取银币吧。
밸련스형 영웅 "이사벨"의 영웅 조각 확정 지급!이사벨을 획득하고 안정적인 함선을 구축 하세요.	确保发放均衡型英雄 "伊莎贝"的英雄碎片！获得伊莎贝并构筑稳定的舰船吧。
성장형 영웅 "셀레나"의 영웅 조각 확정 지급!셀레나를 획득하고 빠른 성장을 도모하세요.	确保发放成长型英雄"塞莱娜"的英雄碎片！获得塞莱娜并谋求快速成长吧。
식량 자원 집중 공략!식량 500% 추가 지원	粮食资源集中攻略！额外援助500%粮食
목재 자원 집중 공략!목재 500% 추가 지원	木材资源集中攻略！额外援助500%木材
철광석 자원 집중 공략!철광석 500% 추가 지원	铁资源集中攻略！额外援助500%铁
은화 자원 집중 공략!은화 500% 추가 지원	银币资源集中攻略！额外援助500%银币
철광석 자원 특급 보너스!	铁资源特级奖励!
은사자의 선수상 [★]	银狮子船首像[★]
성채 성장을 기념하여 지급하는 열쇠\n보물상자를 열수 있다. (이벤트 종료 시 삭제)	为纪念城堡成长所发放的钥匙\n可打开宝箱(活动结束时删除)
성채 성장 기념 열쇠 (10레벨)	城堡成长纪念钥匙(10级)
성채 성장 기념 열쇠 (16레벨)	城堡成长纪念钥匙(16级)
성채 성장 기념 열쇠 (22레벨)	城堡成长纪念钥匙(22级)
성채 성장 기념 열쇠 (26레벨)	城堡成长纪念钥匙(26级)
성채 성장 기념 열쇠 (29레벨)	城堡成长纪念钥匙(29级)
성채 성장 기념 열쇠 (30레벨)	城堡成长纪念钥匙(30级)
성채 성장 기념 열쇠 (31레벨)	城堡成长纪念钥匙(31级)
성채 성장 기념 열쇠 (32레벨)	城堡成长纪念钥匙(32级)
성채 10레벨 달성 시 획득 (이벤트 종료 시 삭제)\n보상 - 식량 60만, 목재 60만, 철광석 10만, 금화 거래 증서	城堡达到10级时获得(活动结束时删除)\n奖励 - 60万粮食、60万木材、60万铁、金币交易证书
성채 10레벨 보물상자 (미개봉)	城堡达到10级奖励(未开封)
성채 16레벨 달성 시 획득 (이벤트 종료 시 삭제)\n보상 - 셀레나 조각, 고급 선수상, 가속 20시간, 금화 거래 증서	城堡达到16级时获得(活动结束时删除)\n奖励 - 塞莱娜碎片、高级船首像、加速20小时、金币交易证书
성채 16레벨 보물상자 (미개봉)	城堡达到16级奖励(未开封)
성채 22레벨 달성 시 획득 (이벤트 종료 시 삭제)\n보상 - 식량 360만, 목재 360만, 철광석 60만 지급!	城堡达到22级时获得(活动结束时删除)\n奖励 - 360万粮食、360万木材、60万铁
성채 22레벨 보물상자 (미개봉)	城堡达到22级奖励(未开封)
성채 26레벨 달성 시 획득 (이벤트 종료 시 삭제)\n보상 - 희귀 선수상 상자, 가속 60시간, 금화 거래 증서 지급!	城堡达到26级时获得(活动结束时删除)\n奖励 - 稀有高级船首像、加速60小时、金币交易证书
성채 26레벨 보물상자 (미개봉)	城堡达到26级奖励(未开封)
성채 29레벨 달성 시 획득 (이벤트 종료 시 삭제)\n보상 - 영광의 메달 250개, 심해의 보석 5,000개 지급!	城堡达到29级时获得(活动结束时删除)\n奖励 - 250个荣耀的奖牌、5,000个深海宝石！
성채 29레벨 보물상자 (미개봉)	城堡达到29级奖励(未开封)
성채 30레벨 달성 시 획득 (이벤트 종료 시 삭제)\n보상 - 금화 50,000 지급, 가속 160시간	城堡达到30级时获得(活动结束时删除)\n奖励 - 50,000金币、加速160小时
성채 30레벨 보물상자 (미개봉)	城堡达到30级奖励(未开封)
성채 31레벨 달성 시 획득 (이벤트 종료 시 삭제)\n보상 - 이순신 조각 200개 지급!	城堡达到31级时获得(活动结束时删除)\n奖励 - 200个李舜臣碎片！
성채 31레벨 보물상자 (미개봉)	城堡达到31级奖励(未开封)
성채 32레벨 달성 시 획득 (이벤트 종료 시 삭제)\n보상 - 금화 100,000, 캐서린 조각 200개, 8티어 장비 상자 지급!	城堡达到32级时获得(活动结束时删除)\n奖励 - 100,000金币、200个凯瑟琳碎片、8阶装备箱！
성채 32레벨 보물상자 (미개봉)	城堡达到32级奖励(未开封)
성채 10레벨 축하 보상입니다. (이벤트 종료 시 삭제)	城堡达到10级时发放的奖励\n(活动结束时删除)
성채 10레벨 보물상자	城堡10级宝箱
성채 16레벨 축하 보상입니다. (이벤트 종료 시 삭제)	城堡达到16级时发放的奖励\n(活动结束时删除)
성채 16레벨 보물상자	城堡16级宝箱
성채 22레벨 축하 보상입니다. (이벤트 종료 시 삭제)	城堡达到22级时发放的奖励\n(活动结束时删除)
성채 22레벨 보물상자	城堡22级宝箱
성채 26레벨 축하 보상입니다. (이벤트 종료 시 삭제)	城堡达到26级时发放的奖励\n(活动结束时删除)
성채 26레벨 보물상자	城堡26级宝箱
성채 29레벨 축하 보상입니다. (이벤트 종료 시 삭제)	城堡达到29级时发放的奖励\n(活动结束时删除)
